customer_id,first_name,last_name,email,gender,age,city,state,country,signup_date,acquisition_channel
52,First52,Last52,user52@example.com,Female,18,City55,IL,USA,2021-03-09 02:12:04,Paid Search
53,First53,Last53,user53@example.com,Female,55,City38,MI,USA,2023-10-15 10:12:48,Direct
54,First54,Last54,user54@example.com,Female,18,City79,NC,USA,2023-10-16 20:18:56,Paid Search
55,First55,Last55,user55@example.com,Female,21,City7,PA,USA,2022-03-10 14:10:36,Direct
56,First56,Last56,user56@example.com,Female,31,City89,GA,USA,2022-04-02 22:32:57,Paid Search
57,First57,Last57,user57@example.com,Male,58,City67,TX,USA,2023-06-16 15:20:13,Paid Search
58,First58,Last58,user58@example.com,Male,31,City19,TX,USA,2022-06-26 13:31:30,Referral
59,First59,Last59,user59@example.com,Male,34,City60,NC,USA,2023-05-25 07:48:49,Paid Search
60,First60,Last60,user60@example.com,Male,52,City83,PA,USA,2021-02-09 12:30:09,Paid Search
61,First61,Last61,user61@example.com,Male,31,City58,FL,USA,2021-10-01 19:06:19,Email
62,First62,Last62,user62@example.com,Male,20,City12,GA,USA,2021-04-10 15:00:08,Email
63,First63,Last63,user63@example.com,Female,29,City93,FL,USA,2022-05-12 21:25:27,Organic Search
64,First64,Last64,user64@example.com,Male,51,City65,FL,USA,2023-07-24 10:48:37,Direct
65,First65,Last65,user65@example.com,Male,35,City15,OH,USA,2022-09-16 08:20:49,Email
66,First66,Last66,user66@example.com,Female,58,City24,OH,USA,2022-07-24 05:52:39,Referral
67,First67,Last67,user67@example.com,Male,43,City100,GA,USA,2022-02-05 12:30:09,Organic Search
68,First68,Last68,user68@example.com,Female,27,City75,MI,USA,2021-03-11 14:08:27,Direct
69,First69,Last69,user69@example.com,Male,35,City90,OH,USA,2023-04-19 10:51:08,Organic Search
70,First70,Last70,user70@example.com,Other,24,City70,GA,USA,2022-09-17 10:02:02,Social Media
71,First71,Last71,user71@example.com,Female,26,City18,GA,USA,2023-10-16 11:25:49,Email
72,First72,Last72,user72@example.com,Male,80,City51,OH,USA,2022-04-18 13:40:44,Direct
73,First73,Last73,user73@example.com,Male,47,City53,CA,USA,2022-03-16 05:46:28,Paid Search
74,First74,Last74,user74@example.com,Female,45,City42,FL,USA,2023-12-02 22:27:16,Email
75,First75,Last75,user75@example.com,Female,27,City58,TX,USA,2021-06-04 10:13:52,Social Media
76,First76,Last76,user76@example.com,Female,53,City4,NC,USA,2021-10-04 02:00:16,Organic Search
77,First77,Last77,user77@example.com,Female,48,City23,MI,USA,2022-06-19 01:14:23,Social Media
78,First78,Last78,user78@example.com,Male,57,City59,GA,USA,2022-07-27 18:10:45,Organic Search
79,First79,Last79,user79@example.com,Male,56,City76,NC,USA,2022-08-24 07:06:13,Paid Search
80,First80,Last80,user80@example.com,Male,18,City92,IL,USA,2021-08-21 01:09:30,Direct
81,First81,Last81,user81@example.com,Female,21,City26,IL,USA,2023-10-11 23:19:20,Organic Search
82,First82,Last82,user82@example.com,Female,22,City59,MI,USA,2023-02-09 15:09:04,Organic Search
83,First83,Last83,user83@example.com,Male,23,City12,IL,USA,2021-10-10 17:35:48,Direct
84,First84,Last84,user84@example.com,Male,38,City33,NY,USA,2021-11-18 20:19:53,Referral
85,First85,Last85,user85@example.com,Male,28,City42,OH,USA,2023-08-22 02:41:31,Organic Search
86,First86,Last86,user86@example.com,Male,59,City89,GA,USA,2022-02-21 02:36:42,Referral
87,First87,Last87,user87@example.com,Female,57,City84,IL,USA,2022-09-01 15:52:35,Direct
88,First88,Last88,user88@example.com,Female,34,City92,GA,USA,2021-05-12 17:55:32,Referral
89,First89,Last89,user89@example.com,Female,58,City21,PA,USA,2021-10-03 09:29:47,Referral
90,First90,Last90,user90@example.com,Male,52,City92,FL,USA,2022-04-01 17:38:15,Organic Search
91,First91,Last91,user91@example.com,Male,29,City94,OH,USA,2022-12-19 19:32:35,Social Media
92,First92,Last92,user92@example.com,Female,18,City16,GA,USA,2021-11-03 13:28:25,Paid Search
93,First93,Last93,user93@example.com,Female,32,City12,NC,USA,2023-11-07 03:11:39,Paid Search
94,First94,Last94,user94@example.com,Female,27,City15,IL,USA,2021-08-29 22:01:18,Social Media
95,First95,Last95,user95@example.com,Female,37,City91,NC,USA,2023-05-03 02:58:45,Organic Search
96,First96,Last96,user96@example.com,Female,36,City58,GA,USA,2022-02-03 20:54:23,Social Media
97,First97,Last97,user97@example.com,Female,35,City82,CA,USA,2023-07-01 17:46:24,Direct
98,First98,Last98,user98@example.com,Male,41,City47,GA,USA,2023-10-07 21:03:49,Social Media
99,First99,Last99,user99@example.com,Male,20,City11,GA,USA,2021-07-24 14:16:50,Paid Search
100,First100,Last100,user100@example.com,Male,39,City68,OH,USA,2022-06-22 16:13:16,Paid Search
101,First101,Last101,user101@example.com,Male,29,City91,CA,USA,2021-06-18 21:01:49,Paid Search
102,First102,Last102,user102@example.com,Female,37,City50,PA,USA,2023-02-12 04:08:50,Social Media
103,First103,Last103,user103@example.com,Male,46,City94,NY,USA,2023-06-30 11:14:35,Email
104,First104,Last104,user104@example.com,Female,20,City66,PA,USA,2022-03-03 01:52:13,Direct
105,First105,Last105,user105@example.com,Female,31,City79,NY,USA,2022-03-11 01:05:30,Direct
106,First106,Last106,user106@example.com,Male,33,City21,NY,USA,2021-08-12 00:01:02,Organic Search
107,First107,Last107,user107@example.com,Male,28,City49,OH,USA,2021-12-02 08:22:26,Social Media
108,First108,Last108,user108@example.com,Female,45,City71,MI,USA,2021-12-21 08:08:10,Referral
109,First109,Last109,user109@example.com,Male,26,City49,CA,USA,2021-06-20 04:45:30,Organic Search
110,First110,Last110,user110@example.com,Male,28,City6,IL,USA,2021-12-06 02:06:21,Direct
111,First111,Last111,user111@example.com,Male,26,City99,CA,USA,2023-09-20 12:56:14,Social Media
112,First112,Last112,user112@example.com,Male,48,City22,NC,USA,2021-12-22 23:19:50,Paid Search
113,First113,Last113,user113@example.com,Female,29,City43,IL,USA,2021-10-28 05:37:22,Social Media
114,First114,Last114,user114@example.com,Female,40,City73,IL,USA,2022-02-25 19:10:04,Organic Search
115,First115,Last115,user115@example.com,Female,58,City85,FL,USA,2023-11-17 12:55:44,Email
116,First116,Last116,user116@example.com,Female,34,City20,TX,USA,2023-04-17 10:47:23,Organic Search
117,First117,Last117,user117@example.com,Female,48,City21,GA,USA,2021-08-09 16:50:29,Direct
118,First118,Last118,user118@example.com,Male,55,City19,OH,USA,2023-04-04 06:59:41,Organic Search
119,First119,Last119,user119@example.com,Female,47,City23,NC,USA,2023-04-19 06:15:43,Email
120,First120,Last120,user120@example.com,Female,34,City99,PA,USA,2023-11-06 10:47:57,Organic Search
121,First121,Last121,user121@example.com,Female,42,City92,CA,USA,2023-09-02 20:35:35,Direct
122,First122,Last122,user122@example.com,Female,19,City7,IL,USA,2021-04-15 03:26:22,Email
123,First123,Last123,user123@example.com,Male,25,City54,IL,USA,2022-05-13 07:21:42,Paid Search
124,First124,Last124,user124@example.com,Male,27,City40,OH,USA,2023-02-09 01:47:58,Email
125,First125,Last125,user125@example.com,Male,61,City40,MI,USA,2023-12-01 20:46:16,Paid Search
126,First126,Last126,user126@example.com,Male,25,City94,CA,USA,2021-04-04 03:49:20,Organic Search
127,First127,Last127,user127@example.com,Female,25,City99,CA,USA,2022-02-07 20:19:09,Direct
128,First128,Last128,user128@example.com,Female,22,City58,PA,USA,2022-06-23 11:49:41,Organic Search
129,First129,Last129,user129@example.com,Male,41,City37,PA,USA,2022-03-29 02:08:22,Organic Search
130,First130,Last130,user130@example.com,Female,36,City81,NC,USA,2022-05-14 14:55:08,Direct
131,First131,Last131,user131@example.com,Male,48,City24,TX,USA,2022-02-08 19:08:45,Email
132,First132,Last132,user132@example.com,Male,43,City16,IL,USA,2023-11-28 20:40:02,Organic Search
133,First133,Last133,user133@example.com,Male,18,City17,IL,USA,2023-05-29 17:59:42,Organic Search
134,First134,Last134,user134@example.com,Male,25,City26,CA,USA,2023-03-17 21:44:34,Email
135,First135,Last135,user135@example.com,Female,51,City1,PA,USA,2022-03-26 07:22:29,Paid Search
136,First136,Last136,user136@example.com,Male,32,City80,FL,USA,2023-08-23 09:16:59,Paid Search
137,First137,Last137,user137@example.com,Female,49,City98,PA,USA,2021-04-13 02:42:59,Email
138,First138,Last138,user138@example.com,Female,33,City33,GA,USA,2021-06-06 21:35:49,Social Media
139,First139,Last139,user139@example.com,Male,23,City2,GA,USA,2023-11-10 17:44:35,Social Media
140,First140,Last140,user140@example.com,Other,31,City59,TX,USA,2022-09-13 06:50:42,Social Media
141,First141,Last141,user141@example.com,Other,23,City64,NC,USA,2021-06-24 10:43:24,Paid Search
142,First142,Last142,user142@example.com,Male,28,City64,FL,USA,2023-11-05 08:46:11,Paid Search
143,First143,Last143,user143@example.com,Female,37,City70,CA,USA,2023-12-03 11:29:06,Paid Search
144,First144,Last144,user144@example.com,Male,41,City1,NC,USA,2023-08-23 08:28:55,Direct
145,First145,Last145,user145@example.com,Male,18,City78,IL,USA,2021-09-18 23:34:30,Organic Search
146,First146,Last146,user146@example.com,Male,34,City64,GA,USA,2021-11-01 16:08:17,Organic Search
147,First147,Last147,user147@example.com,Female,27,City31,OH,USA,2022-03-22 05:28:45,Direct
148,First148,Last148,user148@example.com,Female,27,City28,IL,USA,2022-09-26 18:40:16,Paid Search
149,First149,Last149,user149@example.com,Male,36,City76,GA,USA,2023-12-22 10:42:54,Paid Search
150,First150,Last150,user150@example.com,Male,28,City85,CA,USA,2023-11-13 00:14:33,Paid Search
151,First151,Last151,user151@example.com,Female,51,City61,FL,USA,2023-10-05 17:25:38,Email
152,First152,Last152,user152@example.com,Male,49,City59,IL,USA,2021-04-08 16:02:19,Paid Search
153,First153,Last153,user153@example.com,Male,49,City53,FL,USA,2023-04-09 08:09:34,Organic Search
154,First154,Last154,user154@example.com,Female,29,City57,PA,USA,2023-08-18 06:27:54,Organic Search
155,First155,Last155,user155@example.com,Other,23,City11,NC,USA,2021-12-31 14:35:14,Organic Search
156,First156,Last156,user156@example.com,Male,35,City77,CA,USA,2021-08-29 05:08:09,Email
157,First157,Last157,user157@example.com,Female,33,City77,MI,USA,2023-03-30 19:04:48,Paid Search
158,First158,Last158,user158@example.com,Female,27,City1,NY,USA,2021-04-10 09:02:10,Social Media
159,First159,Last159,user159@example.com,Male,20,City32,CA,USA,2023-10-27 07:10:23,Organic Search
160,First160,Last160,user160@example.com,Female,34,City71,OH,USA,2021-06-20 17:58:29,Social Media
161,First161,Last161,user161@example.com,Male,30,City36,NY,USA,2022-05-16 13:06:50,Social Media
162,First162,Last162,user162@example.com,Female,43,City80,NC,USA,2023-12-12 04:20:25,Social Media
163,First163,Last163,user163@example.com,Female,42,City81,GA,USA,2023-12-18 02:42:36,Paid Search
164,First164,Last164,user164@example.com,Female,48,City72,MI,USA,2023-04-29 22:24:03,Social Media
165,First165,Last165,user165@example.com,Male,19,City27,CA,USA,2023-07-08 01:43:58,Email
166,First166,Last166,user166@example.com,Female,39,City7,TX,USA,2023-11-25 02:02:06,Referral
167,First167,Last167,user167@example.com,Male,26,City24,PA,USA,2023-10-12 14:35:21,Organic Search
168,First168,Last168,user168@example.com,Male,20,City19,TX,USA,2022-11-12 14:05:03,Paid Search
169,First169,Last169,user169@example.com,Male,29,City8,NC,USA,2023-03-15 16:06:12,Organic Search
170,First170,Last170,user170@example.com,Female,47,City84,MI,USA,2022-10-12 14:11:50,Email
171,First171,Last171,user171@example.com,Female,30,City45,MI,USA,2022-07-09 02:32:24,Referral
172,First172,Last172,user172@example.com,Male,53,City5,NY,USA,2023-08-22 15:02:48,Direct
173,First173,Last173,user173@example.com,Female,41,City19,PA,USA,2023-03-19 09:35:14,Referral
174,First174,Last174,user174@example.com,Male,30,City5,NY,USA,2023-07-30 15:20:00,Social Media
175,First175,Last175,user175@example.com,Female,48,City86,TX,USA,2021-04-15 22:14:18,Paid Search
176,First176,Last176,user176@example.com,Male,40,City74,MI,USA,2022-09-23 16:11:40,Paid Search
177,First177,Last177,user177@example.com,Female,23,City78,NC,USA,2021-12-27 11:47:38,Direct
178,First178,Last178,user178@example.com,Male,57,City39,NC,USA,2022-07-16 15:40:20,Referral
179,First179,Last179,user179@example.com,Female,38,City43,NY,USA,2022-11-02 14:01:15,Organic Search
180,First180,Last180,user180@example.com,Male,35,City12,GA,USA,2023-07-15 06:14:04,Social Media
181,First181,Last181,user181@example.com,Male,24,City7,TX,USA,2021-02-04 20:58:54,Direct
182,First182,Last182,user182@example.com,Male,49,City14,NY,USA,2021-06-29 09:32:51,Social Media
183,First183,Last183,user183@example.com,Female,41,City54,MI,USA,2023-10-06 01:28:46,Organic Search
184,First184,Last184,user184@example.com,Female,42,City23,GA,USA,2023-11-25 04:39:35,Direct
185,First185,Last185,user185@example.com,Male,28,City21,TX,USA,2021-03-02 15:10:41,Email
186,First186,Last186,user186@example.com,Female,45,City87,GA,USA,2021-12-29 23:24:49,Paid Search
187,First187,Last187,user187@example.com,Female,45,City37,PA,USA,2021-01-11 15:28:13,Direct
188,First188,Last188,user188@example.com,Female,26,City79,CA,USA,2023-04-09 15:33:18,Social Media
189,First189,Last189,user189@example.com,Female,18,City85,NY,USA,2023-01-17 01:01:17,Direct
190,First190,Last190,user190@example.com,Male,41,City89,NY,USA,2022-09-10 21:31:23,Direct
191,First191,Last191,user191@example.com,Male,18,City90,OH,USA,2023-01-27 16:15:21,Paid Search
192,First192,Last192,user192@example.com,Female,36,City77,PA,USA,2022-08-12 08:14:46,Referral
193,First193,Last193,user193@example.com,Female,29,City74,NY,USA,2021-09-19 07:00:50,Social Media
194,First194,Last194,user194@example.com,Female,49,City72,CA,USA,2023-04-06 05:47:12,Organic Search
195,First195,Last195,user195@example.com,Male,30,City23,IL,USA,2023-05-07 21:44:28,Social Media
196,First196,Last196,user196@example.com,Male,48,City59,NY,USA,2023-07-24 11:55:30,Paid Search
197,First197,Last197,user197@example.com,Female,28,City96,MI,USA,2023-11-10 18:14:14,Organic Search
198,First198,Last198,user198@example.com,Female,46,City75,MI,USA,2023-03-29 19:27:09,Email
199,First199,Last199,user199@example.com,Female,59,City47,PA,USA,2021-03-01 16:15:34,Organic Search
200,First200,Last200,user200@example.com,Female,22,City5,NY,USA,2021-01-23 19:08:15,Direct
201,First201,Last201,user201@example.com,Female,38,City12,NC,USA,2023-03-21 10:02:40,Organic Search
202,First202,Last202,user202@example.com,Male,67,City99,IL,USA,2021-03-03 07:40:27,Referral
203,First203,Last203,user203@example.com,Male,35,City39,OH,USA,2021-12-12 15:26:29,Social Media
204,First204,Last204,user204@example.com,Female,35,City42,FL,USA,2021-05-29 23:00:50,Organic Search
205,First205,Last205,user205@example.com,Female,44,City48,NY,USA,2023-11-26 23:26:09,Direct
206,First206,Last206,user206@example.com,Male,35,City49,TX,USA,2021-12-13 03:14:42,Direct
207,First207,Last207,user207@example.com,Male,18,City9,IL,USA,2021-03-02 07:56:14,Organic Search
208,First208,Last208,user208@example.com,Female,48,City98,CA,USA,2023-11-05 20:53:44,Email
209,First209,Last209,user209@example.com,Male,18,City55,FL,USA,2022-10-28 23:11:33,Social Media
210,First210,Last210,user210@example.com,Male,29,City71,FL,USA,2021-02-09 12:04:47,Referral
211,First211,Last211,user211@example.com,Female,49,City9,NY,USA,2023-07-01 16:43:39,Organic Search
212,First212,Last212,user212@example.com,Female,30,City38,NC,USA,2021-06-16 20:47:37,Paid Search
213,First213,Last213,user213@example.com,Female,26,City61,PA,USA,2023-05-28 20:46:00,Organic Search
214,First214,Last214,user214@example.com,Male,45,City18,NC,USA,2022-10-22 09:50:59,Direct
215,First215,Last215,user215@example.com,Female,24,City16,PA,USA,2021-07-13 18:20:13,Social Media
216,First216,Last216,user216@example.com,Male,20,City89,NY,USA,2023-04-04 08:12:52,Organic Search
217,First217,Last217,user217@example.com,Male,38,City36,CA,USA,2022-05-13 05:28:58,Direct
218,First218,Last218,user218@example.com,Female,32,City43,FL,USA,2022-11-30 01:58:42,Direct
219,First219,Last219,user219@example.com,Female,20,City68,CA,USA,2023-08-10 05:57:50,Paid Search
220,First220,Last220,user220@example.com,Female,42,City53,GA,USA,2021-10-12 18:23:14,Organic Search
221,First221,Last221,user221@example.com,Female,40,City68,CA,USA,2022-02-05 08:56:37,Organic Search
222,First222,Last222,user222@example.com,Female,30,City27,IL,USA,2023-12-28 00:22:05,Paid Search
223,First223,Last223,user223@example.com,Male,31,City90,NC,USA,2022-07-10 21:03:13,Paid Search
224,First224,Last224,user224@example.com,Male,40,City27,CA,USA,2022-09-04 00:02:46,Social Media
225,First225,Last225,user225@example.com,Male,49,City79,FL,USA,2021-11-09 06:28:27,Organic Search
226,First226,Last226,user226@example.com,Male,31,City8,GA,USA,2022-04-01 03:12:42,Organic Search
227,First227,Last227,user227@example.com,Other,42,City14,GA,USA,2022-07-03 16:44:34,Email
228,First228,Last228,user228@example.com,Male,41,City74,CA,USA,2021-10-10 17:43:29,Organic Search
229,First229,Last229,user229@example.com,Female,45,City94,GA,USA,2021-09-18 12:44:55,Direct
230,First230,Last230,user230@example.com,Female,35,City81,TX,USA,2022-10-19 21:51:24,Direct
231,First231,Last231,user231@example.com,Female,24,City68,OH,USA,2021-07-20 21:57:08,Organic Search
232,First232,Last232,user232@example.com,Female,29,City12,MI,USA,2022-08-29 11:35:11,Paid Search
233,First233,Last233,user233@example.com,Female,39,City62,CA,USA,2023-02-12 14:21:19,Email
234,First234,Last234,user234@example.com,Female,56,City93,IL,USA,2021-08-05 21:27:08,Organic Search
235,First235,Last235,user235@example.com,Male,29,City89,FL,USA,2023-03-27 23:46:28,Paid Search
236,First236,Last236,user236@example.com,Female,44,City78,FL,USA,2022-01-29 11:52:23,Direct
237,First237,Last237,user237@example.com,Male,31,City91,IL,USA,2023-12-22 19:11:57,Referral
238,First238,Last238,user238@example.com,Male,36,City37,TX,USA,2023-12-08 02:38:27,Organic Search
239,First239,Last239,user239@example.com,Female,53,City55,OH,USA,2023-05-24 15:54:03,Organic Search
240,First240,Last240,user240@example.com,Male,44,City78,NY,USA,2022-01-10 22:28:36,Organic Search
241,First241,Last241,user241@example.com,Female,20,City41,CA,USA,2023-10-23 07:23:22,Direct
242,First242,Last242,user242@example.com,Female,28,City34,PA,USA,2023-12-29 15:56:30,Paid Search
243,First243,Last243,user243@example.com,Female,50,City68,CA,USA,2022-05-21 17:35:10,Paid Search
244,First244,Last244,user244@example.com,Male,36,City74,OH,USA,2022-11-04 08:39:32,Paid Search
245,First245,Last245,user245@example.com,Male,21,City80,GA,USA,2021-01-07 13:11:41,Email
246,First246,Last246,user246@example.com,Female,25,City46,NY,USA,2021-02-17 15:00:29,Direct
247,First247,Last247,user247@example.com,Male,43,City17,FL,USA,2022-07-02 15:41:46,Social Media
248,First248,Last248,user248@example.com,Other,46,City79,OH,USA,2022-10-29 14:08:42,Organic Search
249,First249,Last249,user249@example.com,Other,35,City73,PA,USA,2021-12-08 18:11:26,Paid Search
250,First250,Last250,user250@example.com,Female,64,City64,NY,USA,2021-04-19 10:45:09,Email
251,First251,Last251,user251@example.com,Male,44,City67,FL,USA,2023-05-06 19:20:15,Referral
252,First252,Last252,user252@example.com,Male,32,City94,TX,USA,2022-04-04 02:57:49,Social Media
253,First253,Last253,user253@example.com,Female,25,City81,NC,USA,2022-12-11 20:09:48,Email
254,First254,Last254,user254@example.com,Male,23,City64,PA,USA,2022-12-13 07:40:57,Paid Search
255,First255,Last255,user255@example.com,Male,39,City64,NY,USA,2022-08-22 05:47:47,Referral
256,First256,Last256,user256@example.com,Female,29,City24,NY,USA,2021-07-15 06:25:20,Email
257,First257,Last257,user257@example.com,Female,55,City79,TX,USA,2022-11-05 23:49:54,Organic Search
258,First258,Last258,user258@example.com,Female,52,City30,IL,USA,2021-12-19 08:38:16,Direct
259,First259,Last259,user259@example.com,Female,42,City91,PA,USA,2023-06-16 02:57:05,Direct
260,First260,Last260,user260@example.com,Male,20,City38,IL,USA,2021-07-31 08:34:35,Organic Search
261,First261,Last261,user261@example.com,Female,26,City25,CA,USA,2021-11-15 12:23:34,Direct
262,First262,Last262,user262@example.com,Other,50,City1,CA,USA,2022-04-27 16:40:24,Organic Search
263,First263,Last263,user263@example.com,Male,28,City16,OH,USA,2023-03-21 13:47:05,Organic Search
264,First264,Last264,user264@example.com,Female,48,City4,MI,USA,2023-02-28 12:01:38,Direct
265,First265,Last265,user265@example.com,Female,40,City60,OH,USA,2022-01-04 19:09:32,Organic Search
266,First266,Last266,user266@example.com,Female,35,City81,MI,USA,2022-07-13 18:18:19,Email
267,First267,Last267,user267@example.com,Female,26,City16,PA,USA,2021-09-14 06:03:49,Social Media
268,First268,Last268,user268@example.com,Female,33,City95,NC,USA,2023-04-23 18:42:39,Referral
269,First269,Last269,user269@example.com,Male,37,City27,NY,USA,2021-08-04 04:48:53,Email
270,First270,Last270,user270@example.com,Male,47,City79,CA,USA,2023-06-16 08:46:21,Social Media
271,First271,Last271,user271@example.com,Female,24,City54,PA,USA,2023-10-22 22:18:14,Paid Search
272,First272,Last272,user272@example.com,Female,31,City53,PA,USA,2023-12-21 19:52:18,Organic Search
273,First273,Last273,user273@example.com,Female,35,City6,NC,USA,2023-07-27 12:23:54,Organic Search
274,First274,Last274,user274@example.com,Female,42,City43,MI,USA,2021-08-31 12:55:43,Social Media
275,First275,Last275,user275@example.com,Female,24,City45,CA,USA,2022-04-01 15:58:55,Direct
276,First276,Last276,user276@example.com,Female,19,City72,CA,USA,2021-04-08 04:30:01,Direct
277,First277,Last277,user277@example.com,Female,43,City82,MI,USA,2021-06-30 00:27:38,Organic Search
278,First278,Last278,user278@example.com,Female,18,City28,PA,USA,2021-02-24 08:50:48,Organic Search
279,First279,Last279,user279@example.com,Female,50,City2,IL,USA,2022-12-03 08:24:15,Organic Search
280,First280,Last280,user280@example.com,Female,33,City82,PA,USA,2022-08-07 07:21:41,Social Media
281,First281,Last281,user281@example.com,Female,18,City26,PA,USA,2023-10-01 05:05:19,Paid Search
282,First282,Last282,user282@example.com,Male,29,City89,FL,USA,2022-05-22 12:43:46,Direct
283,First283,Last283,user283@example.com,Male,39,City37,MI,USA,2022-12-04 16:24:17,Organic Search
284,First284,Last284,user284@example.com,Male,28,City33,GA,USA,2022-03-16 08:20:36,Organic Search
285,First285,Last285,user285@example.com,Female,35,City9,IL,USA,2023-06-27 10:13:26,Direct
286,First286,Last286,user286@example.com,Male,43,City40,PA,USA,2023-10-11 10:55:13,Organic Search
287,First287,Last287,user287@example.com,Male,32,City39,NY,USA,2022-04-18 07:32:55,Social Media
288,First288,Last288,user288@example.com,Female,23,City65,CA,USA,2021-04-01 11:24:21,Social Media
289,First289,Last289,user289@example.com,Male,31,City71,GA,USA,2021-06-28 21:47:48,Organic Search
290,First290,Last290,user290@example.com,Female,51,City42,PA,USA,2023-02-28 06:36:43,Social Media
