customer_id,acquisition_channel,state,city,first_name,last_name,email,signup_date
49.0,Marketplace Direct,SP,Metropolis,Customer,#49.0,client_49.0@domain.com,2016-09-01
50.0,Marketplace Direct,PR,Metropolis,Customer,#50.0,client_50.0@domain.com,2016-09-01
51.0,Marketplace Direct,PE,Metropolis,Customer,#51.0,client_51.0@domain.com,2016-09-01
52.0,Marketplace Direct,SP,Metropolis,Customer,#52.0,client_52.0@domain.com,2016-09-01
53.0,Marketplace Direct,SP,Metropolis,Customer,#53.0,client_53.0@domain.com,2016-09-01
54.0,Marketplace Direct,BA,Metropolis,Customer,#54.0,client_54.0@domain.com,2016-09-01
55.0,Marketplace Direct,SP,Metropolis,Customer,#55.0,client_55.0@domain.com,2016-09-01
56.0,Marketplace Direct,RJ,Metropolis,Customer,#56.0,client_56.0@domain.com,2016-09-01
57.0,Marketplace Direct,MG,Metropolis,Customer,#57.0,client_57.0@domain.com,2016-09-01
58.0,Marketplace Direct,RS,Metropolis,Customer,#58.0,client_58.0@domain.com,2016-09-01
59.0,Marketplace Direct,SP,Metropolis,Customer,#59.0,client_59.0@domain.com,2016-09-01
60.0,Marketplace Direct,SP,Metropolis,Customer,#60.0,client_60.0@domain.com,2016-09-01
61.0,Marketplace Direct,RS,Metropolis,Customer,#61.0,client_61.0@domain.com,2016-09-01
62.0,Marketplace Direct,GO,Metropolis,Customer,#62.0,client_62.0@domain.com,2016-09-01
63.0,Marketplace Direct,PE,Metropolis,Customer,#63.0,client_63.0@domain.com,2016-09-01
64.0,Marketplace Direct,PE,Metropolis,Customer,#64.0,client_64.0@domain.com,2016-09-01
65.0,Marketplace Direct,SP,Metropolis,Customer,#65.0,client_65.0@domain.com,2016-09-01
66.0,Marketplace Direct,SP,Metropolis,Customer,#66.0,client_66.0@domain.com,2016-09-01
67.0,Marketplace Direct,DF,Metropolis,Customer,#67.0,client_67.0@domain.com,2016-09-01
68.0,Marketplace Direct,MG,Metropolis,Customer,#68.0,client_68.0@domain.com,2016-09-01
69.0,Marketplace Direct,SP,Metropolis,Customer,#69.0,client_69.0@domain.com,2016-09-01
70.0,Marketplace Direct,RJ,Metropolis,Customer,#70.0,client_70.0@domain.com,2016-09-01
71.0,Marketplace Direct,SC,Metropolis,Customer,#71.0,client_71.0@domain.com,2016-09-01
72.0,Marketplace Direct,SP,Metropolis,Customer,#72.0,client_72.0@domain.com,2016-09-01
73.0,Marketplace Direct,SP,Metropolis,Customer,#73.0,client_73.0@domain.com,2016-09-01
74.0,Marketplace Direct,GO,Metropolis,Customer,#74.0,client_74.0@domain.com,2016-09-01
75.0,Marketplace Direct,PE,Metropolis,Customer,#75.0,client_75.0@domain.com,2016-09-01
76.0,Marketplace Direct,RS,Metropolis,Customer,#76.0,client_76.0@domain.com,2016-09-01
77.0,Marketplace Direct,RJ,Metropolis,Customer,#77.0,client_77.0@domain.com,2016-09-01
78.0,Marketplace Direct,PE,Metropolis,Customer,#78.0,client_78.0@domain.com,2016-09-01
79.0,Marketplace Direct,SP,Metropolis,Customer,#79.0,client_79.0@domain.com,2016-09-01
80.0,Marketplace Direct,SP,Metropolis,Customer,#80.0,client_80.0@domain.com,2016-09-01
81.0,Marketplace Direct,SP,Metropolis,Customer,#81.0,client_81.0@domain.com,2016-09-01
82.0,Marketplace Direct,BA,Metropolis,Customer,#82.0,client_82.0@domain.com,2016-09-01
83.0,Marketplace Direct,SP,Metropolis,Customer,#83.0,client_83.0@domain.com,2016-09-01
84.0,Marketplace Direct,PE,Metropolis,Customer,#84.0,client_84.0@domain.com,2016-09-01
85.0,Marketplace Direct,SP,Metropolis,Customer,#85.0,client_85.0@domain.com,2016-09-01
86.0,Marketplace Direct,PE,Metropolis,Customer,#86.0,client_86.0@domain.com,2016-09-01
87.0,Marketplace Direct,SP,Metropolis,Customer,#87.0,client_87.0@domain.com,2016-09-01
88.0,Marketplace Direct,SC,Metropolis,Customer,#88.0,client_88.0@domain.com,2016-09-01
89.0,Marketplace Direct,SP,Metropolis,Customer,#89.0,client_89.0@domain.com,2016-09-01
90.0,Marketplace Direct,DF,Metropolis,Customer,#90.0,client_90.0@domain.com,2016-09-01
91.0,Marketplace Direct,RJ,Metropolis,Customer,#91.0,client_91.0@domain.com,2016-09-01
92.0,Marketplace Direct,RJ,Metropolis,Customer,#92.0,client_92.0@domain.com,2016-09-01
93.0,Marketplace Direct,SP,Metropolis,Customer,#93.0,client_93.0@domain.com,2016-09-01
94.0,Marketplace Direct,PR,Metropolis,Customer,#94.0,client_94.0@domain.com,2016-09-01
95.0,Marketplace Direct,SC,Metropolis,Customer,#95.0,client_95.0@domain.com,2016-09-01
96.0,Marketplace Direct,BA,Metropolis,Customer,#96.0,client_96.0@domain.com,2016-09-01
97.0,Marketplace Direct,SP,Metropolis,Customer,#97.0,client_97.0@domain.com,2016-09-01
98.0,Marketplace Direct,SP,Metropolis,Customer,#98.0,client_98.0@domain.com,2016-09-01
99.0,Marketplace Direct,PE,Metropolis,Customer,#99.0,client_99.0@domain.com,2016-09-01
100.0,Marketplace Direct,RS,Metropolis,Customer,#100.0,client_100.0@domain.com,2016-09-01
101.0,Marketplace Direct,RS,Metropolis,Customer,#101.0,client_101.0@domain.com,2016-09-01
102.0,Marketplace Direct,SP,Metropolis,Customer,#102.0,client_102.0@domain.com,2016-09-01
103.0,Marketplace Direct,DF,Metropolis,Customer,#103.0,client_103.0@domain.com,2016-09-01
104.0,Marketplace Direct,SP,Metropolis,Customer,#104.0,client_104.0@domain.com,2016-09-01
105.0,Marketplace Direct,RJ,Metropolis,Customer,#105.0,client_105.0@domain.com,2016-09-01
106.0,Marketplace Direct,PR,Metropolis,Customer,#106.0,client_106.0@domain.com,2016-09-01
107.0,Marketplace Direct,SP,Metropolis,Customer,#107.0,client_107.0@domain.com,2016-09-01
108.0,Marketplace Direct,RJ,Metropolis,Customer,#108.0,client_108.0@domain.com,2016-09-01
109.0,Marketplace Direct,PR,Metropolis,Customer,#109.0,client_109.0@domain.com,2016-09-01
110.0,Marketplace Direct,RJ,Metropolis,Customer,#110.0,client_110.0@domain.com,2016-09-01
111.0,Marketplace Direct,MG,Metropolis,Customer,#111.0,client_111.0@domain.com,2016-09-01
112.0,Marketplace Direct,SP,Metropolis,Customer,#112.0,client_112.0@domain.com,2016-09-01
113.0,Marketplace Direct,SP,Metropolis,Customer,#113.0,client_113.0@domain.com,2016-09-01
114.0,Marketplace Direct,DF,Metropolis,Customer,#114.0,client_114.0@domain.com,2016-09-01
115.0,Marketplace Direct,SP,Metropolis,Customer,#115.0,client_115.0@domain.com,2016-09-01
116.0,Marketplace Direct,RJ,Metropolis,Customer,#116.0,client_116.0@domain.com,2016-09-01
117.0,Marketplace Direct,SP,Metropolis,Customer,#117.0,client_117.0@domain.com,2016-09-01
118.0,Marketplace Direct,SP,Metropolis,Customer,#118.0,client_118.0@domain.com,2016-09-01
119.0,Marketplace Direct,SP,Metropolis,Customer,#119.0,client_119.0@domain.com,2016-09-01
120.0,Marketplace Direct,GO,Metropolis,Customer,#120.0,client_120.0@domain.com,2016-09-01
121.0,Marketplace Direct,SP,Metropolis,Customer,#121.0,client_121.0@domain.com,2016-09-01
122.0,Marketplace Direct,SP,Metropolis,Customer,#122.0,client_122.0@domain.com,2016-09-01
123.0,Marketplace Direct,SP,Metropolis,Customer,#123.0,client_123.0@domain.com,2016-09-01
124.0,Marketplace Direct,RJ,Metropolis,Customer,#124.0,client_124.0@domain.com,2016-09-01
125.0,Marketplace Direct,DF,Metropolis,Customer,#125.0,client_125.0@domain.com,2016-09-01
126.0,Marketplace Direct,SP,Metropolis,Customer,#126.0,client_126.0@domain.com,2016-09-01
127.0,Marketplace Direct,PE,Metropolis,Customer,#127.0,client_127.0@domain.com,2016-09-01
128.0,Marketplace Direct,MG,Metropolis,Customer,#128.0,client_128.0@domain.com,2016-09-01
129.0,Marketplace Direct,SC,Metropolis,Customer,#129.0,client_129.0@domain.com,2016-09-01
130.0,Marketplace Direct,SP,Metropolis,Customer,#130.0,client_130.0@domain.com,2016-09-01
131.0,Marketplace Direct,RJ,Metropolis,Customer,#131.0,client_131.0@domain.com,2016-09-01
132.0,Marketplace Direct,SP,Metropolis,Customer,#132.0,client_132.0@domain.com,2016-09-01
133.0,Marketplace Direct,RS,Metropolis,Customer,#133.0,client_133.0@domain.com,2016-09-01
134.0,Marketplace Direct,SP,Metropolis,Customer,#134.0,client_134.0@domain.com,2016-09-01
135.0,Marketplace Direct,SP,Metropolis,Customer,#135.0,client_135.0@domain.com,2016-09-01
136.0,Marketplace Direct,SP,Metropolis,Customer,#136.0,client_136.0@domain.com,2016-09-01
137.0,Marketplace Direct,MG,Metropolis,Customer,#137.0,client_137.0@domain.com,2016-09-01
138.0,Marketplace Direct,MG,Metropolis,Customer,#138.0,client_138.0@domain.com,2016-09-01
139.0,Marketplace Direct,PE,Metropolis,Customer,#139.0,client_139.0@domain.com,2016-09-01
140.0,Marketplace Direct,SP,Metropolis,Customer,#140.0,client_140.0@domain.com,2016-09-01
141.0,Marketplace Direct,SP,Metropolis,Customer,#141.0,client_141.0@domain.com,2016-09-01
142.0,Marketplace Direct,BA,Metropolis,Customer,#142.0,client_142.0@domain.com,2016-09-01
143.0,Marketplace Direct,SP,Metropolis,Customer,#143.0,client_143.0@domain.com,2016-09-01
144.0,Marketplace Direct,RJ,Metropolis,Customer,#144.0,client_144.0@domain.com,2016-09-01
145.0,Marketplace Direct,MG,Metropolis,Customer,#145.0,client_145.0@domain.com,2016-09-01
146.0,Marketplace Direct,SP,Metropolis,Customer,#146.0,client_146.0@domain.com,2016-09-01
147.0,Marketplace Direct,RJ,Metropolis,Customer,#147.0,client_147.0@domain.com,2016-09-01
148.0,Marketplace Direct,SP,Metropolis,Customer,#148.0,client_148.0@domain.com,2016-09-01
149.0,Marketplace Direct,SP,Metropolis,Customer,#149.0,client_149.0@domain.com,2016-09-01
150.0,Marketplace Direct,SP,Metropolis,Customer,#150.0,client_150.0@domain.com,2016-09-01
151.0,Marketplace Direct,RJ,Metropolis,Customer,#151.0,client_151.0@domain.com,2016-09-01
152.0,Marketplace Direct,SP,Metropolis,Customer,#152.0,client_152.0@domain.com,2016-09-01
153.0,Marketplace Direct,PE,Metropolis,Customer,#153.0,client_153.0@domain.com,2016-09-01
154.0,Marketplace Direct,PR,Metropolis,Customer,#154.0,client_154.0@domain.com,2016-09-01
155.0,Marketplace Direct,SP,Metropolis,Customer,#155.0,client_155.0@domain.com,2016-09-01
156.0,Marketplace Direct,SP,Metropolis,Customer,#156.0,client_156.0@domain.com,2016-09-01
157.0,Marketplace Direct,RS,Metropolis,Customer,#157.0,client_157.0@domain.com,2016-09-01
158.0,Marketplace Direct,PE,Metropolis,Customer,#158.0,client_158.0@domain.com,2016-09-01
159.0,Marketplace Direct,SP,Metropolis,Customer,#159.0,client_159.0@domain.com,2016-09-01
160.0,Marketplace Direct,RJ,Metropolis,Customer,#160.0,client_160.0@domain.com,2016-09-01
161.0,Marketplace Direct,SP,Metropolis,Customer,#161.0,client_161.0@domain.com,2016-09-01
162.0,Marketplace Direct,SP,Metropolis,Customer,#162.0,client_162.0@domain.com,2016-09-01
163.0,Marketplace Direct,SP,Metropolis,Customer,#163.0,client_163.0@domain.com,2016-09-01
164.0,Marketplace Direct,SP,Metropolis,Customer,#164.0,client_164.0@domain.com,2016-09-01
165.0,Marketplace Direct,SP,Metropolis,Customer,#165.0,client_165.0@domain.com,2016-09-01
166.0,Marketplace Direct,SP,Metropolis,Customer,#166.0,client_166.0@domain.com,2016-09-01
167.0,Marketplace Direct,SP,Metropolis,Customer,#167.0,client_167.0@domain.com,2016-09-01
168.0,Marketplace Direct,SP,Metropolis,Customer,#168.0,client_168.0@domain.com,2016-09-01
169.0,Marketplace Direct,SP,Metropolis,Customer,#169.0,client_169.0@domain.com,2016-09-01
170.0,Marketplace Direct,SP,Metropolis,Customer,#170.0,client_170.0@domain.com,2016-09-01
171.0,Marketplace Direct,SC,Metropolis,Customer,#171.0,client_171.0@domain.com,2016-09-01
172.0,Marketplace Direct,RJ,Metropolis,Customer,#172.0,client_172.0@domain.com,2016-09-01
173.0,Marketplace Direct,SC,Metropolis,Customer,#173.0,client_173.0@domain.com,2016-09-01
174.0,Marketplace Direct,RS,Metropolis,Customer,#174.0,client_174.0@domain.com,2016-09-01
175.0,Marketplace Direct,SP,Metropolis,Customer,#175.0,client_175.0@domain.com,2016-09-01
176.0,Marketplace Direct,PE,Metropolis,Customer,#176.0,client_176.0@domain.com,2016-09-01
177.0,Marketplace Direct,MG,Metropolis,Customer,#177.0,client_177.0@domain.com,2016-09-01
178.0,Marketplace Direct,SP,Metropolis,Customer,#178.0,client_178.0@domain.com,2016-09-01
179.0,Marketplace Direct,PR,Metropolis,Customer,#179.0,client_179.0@domain.com,2016-09-01
180.0,Marketplace Direct,PE,Metropolis,Customer,#180.0,client_180.0@domain.com,2016-09-01
181.0,Marketplace Direct,BA,Metropolis,Customer,#181.0,client_181.0@domain.com,2016-09-01
182.0,Marketplace Direct,RJ,Metropolis,Customer,#182.0,client_182.0@domain.com,2016-09-01
183.0,Marketplace Direct,RJ,Metropolis,Customer,#183.0,client_183.0@domain.com,2016-09-01
184.0,Marketplace Direct,SP,Metropolis,Customer,#184.0,client_184.0@domain.com,2016-09-01
185.0,Marketplace Direct,SP,Metropolis,Customer,#185.0,client_185.0@domain.com,2016-09-01
186.0,Marketplace Direct,SC,Metropolis,Customer,#186.0,client_186.0@domain.com,2016-09-01
187.0,Marketplace Direct,MG,Metropolis,Customer,#187.0,client_187.0@domain.com,2016-09-01
188.0,Marketplace Direct,SP,Metropolis,Customer,#188.0,client_188.0@domain.com,2016-09-01
189.0,Marketplace Direct,SP,Metropolis,Customer,#189.0,client_189.0@domain.com,2016-09-01
190.0,Marketplace Direct,PE,Metropolis,Customer,#190.0,client_190.0@domain.com,2016-09-01
191.0,Marketplace Direct,PE,Metropolis,Customer,#191.0,client_191.0@domain.com,2016-09-01
192.0,Marketplace Direct,SP,Metropolis,Customer,#192.0,client_192.0@domain.com,2016-09-01
193.0,Marketplace Direct,PR,Metropolis,Customer,#193.0,client_193.0@domain.com,2016-09-01
194.0,Marketplace Direct,RJ,Metropolis,Customer,#194.0,client_194.0@domain.com,2016-09-01
195.0,Marketplace Direct,SC,Metropolis,Customer,#195.0,client_195.0@domain.com,2016-09-01
196.0,Marketplace Direct,PE,Metropolis,Customer,#196.0,client_196.0@domain.com,2016-09-01
197.0,Marketplace Direct,SP,Metropolis,Customer,#197.0,client_197.0@domain.com,2016-09-01
198.0,Marketplace Direct,SP,Metropolis,Customer,#198.0,client_198.0@domain.com,2016-09-01
199.0,Marketplace Direct,SP,Metropolis,Customer,#199.0,client_199.0@domain.com,2016-09-01
200.0,Marketplace Direct,PE,Metropolis,Customer,#200.0,client_200.0@domain.com,2016-09-01
201.0,Marketplace Direct,RS,Metropolis,Customer,#201.0,client_201.0@domain.com,2016-09-01
202.0,Marketplace Direct,SP,Metropolis,Customer,#202.0,client_202.0@domain.com,2016-09-01
203.0,Marketplace Direct,SP,Metropolis,Customer,#203.0,client_203.0@domain.com,2016-09-01
204.0,Marketplace Direct,RJ,Metropolis,Customer,#204.0,client_204.0@domain.com,2016-09-01
205.0,Marketplace Direct,SP,Metropolis,Customer,#205.0,client_205.0@domain.com,2016-09-01
206.0,Marketplace Direct,SP,Metropolis,Customer,#206.0,client_206.0@domain.com,2016-09-01
207.0,Marketplace Direct,MG,Metropolis,Customer,#207.0,client_207.0@domain.com,2016-09-01
208.0,Marketplace Direct,SP,Metropolis,Customer,#208.0,client_208.0@domain.com,2016-09-01
209.0,Marketplace Direct,SP,Metropolis,Customer,#209.0,client_209.0@domain.com,2016-09-01
210.0,Marketplace Direct,SP,Metropolis,Customer,#210.0,client_210.0@domain.com,2016-09-01
211.0,Marketplace Direct,RJ,Metropolis,Customer,#211.0,client_211.0@domain.com,2016-09-01
212.0,Marketplace Direct,MG,Metropolis,Customer,#212.0,client_212.0@domain.com,2016-09-01
213.0,Marketplace Direct,SP,Metropolis,Customer,#213.0,client_213.0@domain.com,2016-09-01
214.0,Marketplace Direct,BA,Metropolis,Customer,#214.0,client_214.0@domain.com,2016-09-01
215.0,Marketplace Direct,SP,Metropolis,Customer,#215.0,client_215.0@domain.com,2016-09-01
216.0,Marketplace Direct,BA,Metropolis,Customer,#216.0,client_216.0@domain.com,2016-09-01
217.0,Marketplace Direct,RJ,Metropolis,Customer,#217.0,client_217.0@domain.com,2016-09-01
218.0,Marketplace Direct,RJ,Metropolis,Customer,#218.0,client_218.0@domain.com,2016-09-01
219.0,Marketplace Direct,GO,Metropolis,Customer,#219.0,client_219.0@domain.com,2016-09-01
220.0,Marketplace Direct,MG,Metropolis,Customer,#220.0,client_220.0@domain.com,2016-09-01
221.0,Marketplace Direct,SP,Metropolis,Customer,#221.0,client_221.0@domain.com,2016-09-01
222.0,Marketplace Direct,SP,Metropolis,Customer,#222.0,client_222.0@domain.com,2016-09-01
223.0,Marketplace Direct,RJ,Metropolis,Customer,#223.0,client_223.0@domain.com,2016-09-01
224.0,Marketplace Direct,RS,Metropolis,Customer,#224.0,client_224.0@domain.com,2016-09-01
225.0,Marketplace Direct,SP,Metropolis,Customer,#225.0,client_225.0@domain.com,2016-09-01
226.0,Marketplace Direct,MG,Metropolis,Customer,#226.0,client_226.0@domain.com,2016-09-01
227.0,Marketplace Direct,SP,Metropolis,Customer,#227.0,client_227.0@domain.com,2016-09-01
228.0,Marketplace Direct,PE,Metropolis,Customer,#228.0,client_228.0@domain.com,2016-09-01
229.0,Marketplace Direct,SP,Metropolis,Customer,#229.0,client_229.0@domain.com,2016-09-01
230.0,Marketplace Direct,SP,Metropolis,Customer,#230.0,client_230.0@domain.com,2016-09-01
231.0,Marketplace Direct,SP,Metropolis,Customer,#231.0,client_231.0@domain.com,2016-09-01
232.0,Marketplace Direct,SP,Metropolis,Customer,#232.0,client_232.0@domain.com,2016-09-01
233.0,Marketplace Direct,RS,Metropolis,Customer,#233.0,client_233.0@domain.com,2016-09-01
234.0,Marketplace Direct,SP,Metropolis,Customer,#234.0,client_234.0@domain.com,2016-09-01
235.0,Marketplace Direct,PE,Metropolis,Customer,#235.0,client_235.0@domain.com,2016-09-01
236.0,Marketplace Direct,SP,Metropolis,Customer,#236.0,client_236.0@domain.com,2016-09-01
237.0,Marketplace Direct,SP,Metropolis,Customer,#237.0,client_237.0@domain.com,2016-09-01
238.0,Marketplace Direct,SP,Metropolis,Customer,#238.0,client_238.0@domain.com,2016-09-01
239.0,Marketplace Direct,SP,Metropolis,Customer,#239.0,client_239.0@domain.com,2016-09-01
240.0,Marketplace Direct,RJ,Metropolis,Customer,#240.0,client_240.0@domain.com,2016-09-01
241.0,Marketplace Direct,SP,Metropolis,Customer,#241.0,client_241.0@domain.com,2016-09-01
242.0,Marketplace Direct,GO,Metropolis,Customer,#242.0,client_242.0@domain.com,2016-09-01
243.0,Marketplace Direct,SP,Metropolis,Customer,#243.0,client_243.0@domain.com,2016-09-01
244.0,Marketplace Direct,RJ,Metropolis,Customer,#244.0,client_244.0@domain.com,2016-09-01
245.0,Marketplace Direct,RJ,Metropolis,Customer,#245.0,client_245.0@domain.com,2016-09-01
246.0,Marketplace Direct,PE,Metropolis,Customer,#246.0,client_246.0@domain.com,2016-09-01
247.0,Marketplace Direct,SP,Metropolis,Customer,#247.0,client_247.0@domain.com,2016-09-01
248.0,Marketplace Direct,BA,Metropolis,Customer,#248.0,client_248.0@domain.com,2016-09-01
249.0,Marketplace Direct,PE,Metropolis,Customer,#249.0,client_249.0@domain.com,2016-09-01
250.0,Marketplace Direct,GO,Metropolis,Customer,#250.0,client_250.0@domain.com,2016-09-01
251.0,Marketplace Direct,RJ,Metropolis,Customer,#251.0,client_251.0@domain.com,2016-09-01
252.0,Marketplace Direct,SP,Metropolis,Customer,#252.0,client_252.0@domain.com,2016-09-01
253.0,Marketplace Direct,MG,Metropolis,Customer,#253.0,client_253.0@domain.com,2016-09-01
254.0,Marketplace Direct,PR,Metropolis,Customer,#254.0,client_254.0@domain.com,2016-09-01
255.0,Marketplace Direct,RJ,Metropolis,Customer,#255.0,client_255.0@domain.com,2016-09-01
256.0,Marketplace Direct,DF,Metropolis,Customer,#256.0,client_256.0@domain.com,2016-09-01
257.0,Marketplace Direct,PE,Metropolis,Customer,#257.0,client_257.0@domain.com,2016-09-01
258.0,Marketplace Direct,PR,Metropolis,Customer,#258.0,client_258.0@domain.com,2016-09-01
259.0,Marketplace Direct,RJ,Metropolis,Customer,#259.0,client_259.0@domain.com,2016-09-01
260.0,Marketplace Direct,RS,Metropolis,Customer,#260.0,client_260.0@domain.com,2016-09-01
261.0,Marketplace Direct,SP,Metropolis,Customer,#261.0,client_261.0@domain.com,2016-09-01
262.0,Marketplace Direct,RJ,Metropolis,Customer,#262.0,client_262.0@domain.com,2016-09-01
263.0,Marketplace Direct,SC,Metropolis,Customer,#263.0,client_263.0@domain.com,2016-09-01
264.0,Marketplace Direct,RJ,Metropolis,Customer,#264.0,client_264.0@domain.com,2016-09-01
265.0,Marketplace Direct,MG,Metropolis,Customer,#265.0,client_265.0@domain.com,2016-09-01
266.0,Marketplace Direct,SP,Metropolis,Customer,#266.0,client_266.0@domain.com,2016-09-01
267.0,Marketplace Direct,SP,Metropolis,Customer,#267.0,client_267.0@domain.com,2016-09-01
268.0,Marketplace Direct,SP,Metropolis,Customer,#268.0,client_268.0@domain.com,2016-09-01
269.0,Marketplace Direct,SP,Metropolis,Customer,#269.0,client_269.0@domain.com,2016-09-01
270.0,Marketplace Direct,RJ,Metropolis,Customer,#270.0,client_270.0@domain.com,2016-09-01
271.0,Marketplace Direct,DF,Metropolis,Customer,#271.0,client_271.0@domain.com,2016-09-01
272.0,Marketplace Direct,PE,Metropolis,Customer,#272.0,client_272.0@domain.com,2016-09-01
273.0,Marketplace Direct,BA,Metropolis,Customer,#273.0,client_273.0@domain.com,2016-09-01
274.0,Marketplace Direct,MG,Metropolis,Customer,#274.0,client_274.0@domain.com,2016-09-01
275.0,Marketplace Direct,PE,Metropolis,Customer,#275.0,client_275.0@domain.com,2016-09-01
276.0,Marketplace Direct,GO,Metropolis,Customer,#276.0,client_276.0@domain.com,2016-09-01
277.0,Marketplace Direct,RJ,Metropolis,Customer,#277.0,client_277.0@domain.com,2016-09-01
278.0,Marketplace Direct,PR,Metropolis,Customer,#278.0,client_278.0@domain.com,2016-09-01
279.0,Marketplace Direct,DF,Metropolis,Customer,#279.0,client_279.0@domain.com,2016-09-01
280.0,Marketplace Direct,RS,Metropolis,Customer,#280.0,client_280.0@domain.com,2016-09-01
281.0,Marketplace Direct,PR,Metropolis,Customer,#281.0,client_281.0@domain.com,2016-09-01
282.0,Marketplace Direct,RJ,Metropolis,Customer,#282.0,client_282.0@domain.com,2016-09-01
283.0,Marketplace Direct,MG,Metropolis,Customer,#283.0,client_283.0@domain.com,2016-09-01
